site.year	cleaner_ID	score_visitor	rel.abund.cleaners	rel.abund.visitors	rel.abund.residents	prob.Vis.Leav
CB_2010	CL01	9	0.0389105057934261	0.0764929626597818	0.884596531335616	0.04255362638
CB_2010	CL02	17	0.0389105057934261	0.0764929626597818	0.884596531335616	0.04255362638
CB_2010	CL03	3	0.0389105057934261	0.0764929626597818	0.884596531335616	0.04255362638
CB_2010	CL04	16	0.0389105057934261	0.0764929626597818	0.884596531335616	0.04255362638
CB_2010	CL05	11	0.0389105057934261	0.0764929626597818	0.884596531335616	0.04255362638
MC_2010	CL04	18	0.114528795795344	0.291932909429936	0.593538294774719	0.2126077771
MC_2010	CL03	18	0.114528795795344	0.291932909429936	0.593538294774719	0.2126077771
MC_2010	CL01	18	0.114528795795344	0.291932909429936	0.593538294774719	0.2126077771
MC_2010	CL07	18	0.114528795795344	0.291932909429936	0.593538294774719	0.2126077771
MC_2010	CL08	17	0.114528795795344	0.291932909429936	0.593538294774719	0.2126077771
MC_2010	CL09	10	0.114528795795344	0.291932909429936	0.593538294774719	0.2126077771
MC_2010	CL05	17	0.114528795795344	0.291932909429936	0.593538294774719	0.2126077771
MC_2010	CL02	18	0.114528795795344	0.291932909429936	0.593538294774719	0.2126077771
MC_2010	CL06	18	0.114528795795344	0.291932909429936	0.593538294774719	0.2126077771
MC_2010	CL10	5	0.114528795795344	0.291932909429936	0.593538294774719	0.2126077771
CB_2010	CL06	5	0.0389105057934261	0.0764929626597818	0.884596531335616	0.04255362638
CB_2010	CL07	13	0.0389105057934261	0.0764929626597818	0.884596531335616	0.04255362638
CB_2010	CL08	6	0.0389105057934261	0.0764929626597818	0.884596531335616	0.04255362638
CB_2010	CL09	9	0.0389105057934261	0.0764929626597818	0.884596531335616	0.04255362638
CB_2010	CL10	14	0.0389105057934261	0.0764929626597818	0.884596531335616	0.04255362638
CB_2017	CL01	13	0.0496031746994284	0.135500245284856	0.814896580072569	0.2021344875
CB_2017	CL02	10	0.0496031746994284	0.135500245284856	0.814896580072569	0.2021344875
CB_2017	CL03	4	0.0496031746994284	0.135500245284856	0.814896580072569	0.2021344875
CB_2017	CL04	15	0.0496031746994284	0.135500245284856	0.814896580072569	0.2021344875
CB_2017	CL05	10	0.0496031746994284	0.135500245284856	0.814896580072569	0.2021344875
CB_2017	CL06	9	0.0496031746994284	0.135500245284856	0.814896580072569	0.2021344875
CB_2017	CL07	10	0.0496031746994284	0.135500245284856	0.814896580072569	0.2021344875
CB_2017	CL08	6	0.0496031746994284	0.135500245284856	0.814896580072569	0.2021344875
CB_2017	CL09	12	0.0496031746994284	0.135500245284856	0.814896580072569	0.2021344875
CB_2017	CL10	1	0.0496031746994284	0.135500245284856	0.814896580072569	0.2021344875
NHS_2017	CL11	18	0.141604855018827	0.186122613479348	0.672272531501826	0.3519282894
NHS_2017	CL12	19	0.141604855018827	0.186122613479348	0.672272531501826	0.3519282894
NHS_2017	CL13	2	0.141604855018827	0.186122613479348	0.672272531501826	0.3519282894
NHS_2017	CL14	16	0.141604855018827	0.186122613479348	0.672272531501826	0.3519282894
NHS_2017	CL15	15	0.141604855018827	0.186122613479348	0.672272531501826	0.3519282894
NHS_2017	CL16	11	0.141604855018827	0.186122613479348	0.672272531501826	0.3519282894
NHS_2017	CL17	18	0.141604855018827	0.186122613479348	0.672272531501826	0.3519282894
NHS_2017	CL18	19	0.141604855018827	0.186122613479348	0.672272531501826	0.3519282894
NHS_2017	CL19	19	0.141604855018827	0.186122613479348	0.672272531501826	0.3519282894
NHS_2017	CL20	18	0.141604855018827	0.186122613479348	0.672272531501826	0.3519282894
HS_2017	CL21	13	0.174844895734094	0.235420256542255	0.589734847936809	0.1755231251
HS_2017	CL22	10	0.174844895734094	0.235420256542255	0.589734847936809	0.1755231251
HS_2017	CL23	10	0.174844895734094	0.235420256542255	0.589734847936809	0.1755231251
HS_2017	CL24	6	0.174844895734094	0.235420256542255	0.589734847936809	0.1755231251
HS_2017	CL25	19	0.174844895734094	0.235420256542255	0.589734847936809	0.1755231251
HS_2017	CL26	14	0.174844895734094	0.235420256542255	0.589734847936809	0.1755231251
HS_2017	CL27	16	0.174844895734094	0.235420256542255	0.589734847936809	0.1755231251
HS_2017	CL28	17	0.174844895734094	0.235420256542255	0.589734847936809	0.1755231251
HS_2017	CL29	15	0.174844895734094	0.235420256542255	0.589734847936809	0.1755231251
HS_2017	CL30	10	0.174844895734094	0.235420256542255	0.589734847936809	0.1755231251
MC_2017	CL31	16	0.169204737787197	0.408962900160938	0.421832362051865	0.09422209917
MC_2017	CL32	10	0.169204737787197	0.408962900160938	0.421832362051865	0.09422209917
MC_2017	CL33	10	0.169204737787197	0.408962900160938	0.421832362051865	0.09422209917
MC_2017	CL34	10	0.169204737787197	0.408962900160938	0.421832362051865	0.09422209917
MC_2017	CL35	12	0.169204737787197	0.408962900160938	0.421832362051865	0.09422209917
MC_2017	CL36	11	0.169204737787197	0.408962900160938	0.421832362051865	0.09422209917
MC_2017	CL37	13	0.169204737787197	0.408962900160938	0.421832362051865	0.09422209917
MC_2017	CL38	10	0.169204737787197	0.408962900160938	0.421832362051865	0.09422209917
MC_2017	CL39	6	0.169204737787197	0.408962900160938	0.421832362051865	0.09422209917
MC_2017	CL40	13	0.169204737787197	0.408962900160938	0.421832362051865	0.09422209917
NHS_2018	CL01	13	0.0781928757432249	0.154979831715023	0.766827292541753	0.06152105338
NHS_2018	CL02	14	0.0781928757432249	0.154979831715023	0.766827292541753	0.06152105338
NHS_2018	CL03	18	0.0781928757432249	0.154979831715023	0.766827292541753	0.06152105338
NHS_2018	CL04	7	0.0781928757432249	0.154979831715023	0.766827292541753	0.06152105338
NHS_2018	CL05	9	0.0781928757432249	0.154979831715023	0.766827292541753	0.06152105338
NHS_2018	CL06	13	0.0781928757432249	0.154979831715023	0.766827292541753	0.06152105338
NHS_2018	CL07	15	0.0781928757432249	0.154979831715023	0.766827292541753	0.06152105338
NHS_2018	CL08	7	0.0781928757432249	0.154979831715023	0.766827292541753	0.06152105338
NHS_2018	CL09	13	0.0781928757432249	0.154979831715023	0.766827292541753	0.06152105338
NHS_2018	CL10	12	0.0781928757432249	0.154979831715023	0.766827292541753	0.06152105338
CB_2018	CL11	18	0.0116482236201994	0.0720373015035288	0.916314475161539	0.06469668538
CB_2018	CL12	14	0.0116482236201994	0.0720373015035288	0.916314475161539	0.06469668538
CB_2018	CL13	12	0.0116482236201994	0.0720373015035288	0.916314475161539	0.06469668538
CB_2018	CL14	15	0.0116482236201994	0.0720373015035288	0.916314475161539	0.06469668538
CB_2018	CL15	9	0.0116482236201994	0.0720373015035288	0.916314475161539	0.06469668538
CB_2018	CL16	10	0.0116482236201994	0.0720373015035288	0.916314475161539	0.06469668538
CB_2018	CL17	12	0.0116482236201994	0.0720373015035288	0.916314475161539	0.06469668538
CB_2018	CL18	4	0.0116482236201994	0.0720373015035288	0.916314475161539	0.06469668538
CB_2018	CL19	15	0.0116482236201994	0.0720373015035288	0.916314475161539	0.06469668538
CB_2018	CL20	12	0.0116482236201994	0.0720373015035288	0.916314475161539	0.06469668538
MC_2018	CL21	11	0.179063360961512	0.291300097801331	0.529636541409864	0.06739899363
MC_2018	CL22	10	0.179063360961512	0.291300097801331	0.529636541409864	0.06739899363
MC_2018	CL23	9	0.179063360961512	0.291300097801331	0.529636541409864	0.06739899363
MC_2018	CL24	18	0.179063360961512	0.291300097801331	0.529636541409864	0.06739899363
MC_2018	CL25	14	0.179063360961512	0.291300097801331	0.529636541409864	0.06739899363
MC_2018	CL26	4	0.179063360961512	0.291300097801331	0.529636541409864	0.06739899363
MC_2018	CL27	18	0.179063360961512	0.291300097801331	0.529636541409864	0.06739899363
MC_2018	CL28	15	0.179063360961512	0.291300097801331	0.529636541409864	0.06739899363
MC_2018	CL29	10	0.179063360961512	0.291300097801331	0.529636541409864	0.06739899363
MC_2018	CL30	10	0.179063360961512	0.291300097801331	0.529636541409864	0.06739899363
TC_2018	CL31	11	0.202147820637722	0.211423111364071	0.58642906821426	0.09923815456
TC_2018	CL32	10	0.202147820637722	0.211423111364071	0.58642906821426	0.09923815456
TC_2018	CL33	12	0.202147820637722	0.211423111364071	0.58642906821426	0.09923815456
TC_2018	CL34	8	0.202147820637722	0.211423111364071	0.58642906821426	0.09923815456
TC_2018	CL35	4	0.202147820637722	0.211423111364071	0.58642906821426	0.09923815456
TC_2018	CL36	18	0.202147820637722	0.211423111364071	0.58642906821426	0.09923815456
TC_2018	CL37	2	0.202147820637722	0.211423111364071	0.58642906821426	0.09923815456
TC_2018	CL38	16	0.202147820637722	0.211423111364071	0.58642906821426	0.09923815456
TC_2018	CL39	0	0.202147820637722	0.211423111364071	0.58642906821426	0.09923815456
TC_2018	CL40	13	0.202147820637722	0.211423111364071	0.58642906821426	0.09923815456
MC_2016	CL01	14	0.0949796472792077	0.450030668513899	0.454989684206894	0.04088754947
MC_2016	CL02	9	0.0949796472792077	0.450030668513899	0.454989684206894	0.04088754947
MC_2016	CL03	15	0.0949796472792077	0.450030668513899	0.454989684206894	0.04088754947
MC_2016	CL04	8	0.0949796472792077	0.450030668513899	0.454989684206894	0.04088754947
MC_2016	CL05	15	0.0949796472792077	0.450030668513899	0.454989684206894	0.04088754947
MC_2016	CL06	8	0.0949796472792077	0.450030668513899	0.454989684206894	0.04088754947
MC_2016	CL07	6	0.0949796472792077	0.450030668513899	0.454989684206894	0.04088754947
MC_2016	CL08	5	0.0949796472792077	0.450030668513899	0.454989684206894	0.04088754947
MC_2016	CL09	10	0.0949796472792077	0.450030668513899	0.454989684206894	0.04088754947
MC_2016	CL10	11	0.0949796472792077	0.450030668513899	0.454989684206894	0.04088754947
NHS_2016	CL21	16	0.034895314073967	0.152080028009335	0.813024657916698	0.04298967966
NHS_2016	CL12	15	0.034895314073967	0.152080028009335	0.813024657916698	0.04298967966
NHS_2016	CL13	13	0.034895314073967	0.152080028009335	0.813024657916698	0.04298967966
NHS_2016	CL14	14	0.034895314073967	0.152080028009335	0.813024657916698	0.04298967966
NHS_2016	CL15	13	0.034895314073967	0.152080028009335	0.813024657916698	0.04298967966
NHS_2016	CL23	18	0.034895314073967	0.152080028009335	0.813024657916698	0.04298967966
NHS_2016	CL17	14	0.034895314073967	0.152080028009335	0.813024657916698	0.04298967966
NHS_2016	CL18	13	0.034895314073967	0.152080028009335	0.813024657916698	0.04298967966
NHS_2016	CL19	18	0.034895314073967	0.152080028009335	0.813024657916698	0.04298967966
NHS_2016	CL20	11	0.034895314073967	0.152080028009335	0.813024657916698	0.04298967966
