site_year	rel.abund.cleaners	rel.abund.visitors	rel.abund.residents	prob.Vis.Leav	market_binomial
CB 2010	0.0389105057934261	0.0764929626597818	0.884596531335615	0.04255362638	0
CB 2010	0.0389105057934261	0.0764929626597818	0.884596531335615	0.04255362638	1
CB 2010	0.0389105057934261	0.0764929626597818	0.884596531335615	0.04255362638	0
CB 2010	0.0389105057934261	0.0764929626597818	0.884596531335615	0.04255362638	0
CB 2010	0.0389105057934261	0.0764929626597818	0.884596531335615	0.04255362638	0
CB 2010	0.0389105057934261	0.0764929626597818	0.884596531335615	0.04255362638	0
CB 2010	0.0389105057934261	0.0764929626597818	0.884596531335615	0.04255362638	0
CB 2010	0.0389105057934261	0.0764929626597818	0.884596531335615	0.04255362638	0
CB 2010	0.0389105057934261	0.0764929626597818	0.884596531335615	0.04255362638	0
CB 2010	0.0389105057934261	0.0764929626597818	0.884596531335615	0.04255362638	0
CB 2017	0.0496031746994284	0.135500245284856	0.814896580072569	0.2021344875	0
CB 2017	0.0496031746994284	0.135500245284856	0.814896580072569	0.2021344875	0
CB 2017	0.0496031746994284	0.135500245284856	0.814896580072569	0.2021344875	0
CB 2017	0.0496031746994284	0.135500245284856	0.814896580072569	0.2021344875	0
CB 2017	0.0496031746994284	0.135500245284856	0.814896580072569	0.2021344875	0
CB 2017	0.0496031746994284	0.135500245284856	0.814896580072569	0.2021344875	0
CB 2017	0.0496031746994284	0.135500245284856	0.814896580072569	0.2021344875	0
CB 2017	0.0496031746994284	0.135500245284856	0.814896580072569	0.2021344875	0
CB 2017	0.0496031746994284	0.135500245284856	0.814896580072569	0.2021344875	0
CB 2017	0.0496031746994284	0.135500245284856	0.814896580072569	0.2021344875	0
CB 2018	0.0116482236201994	0.0720373015035288	0.916314475161539	0.06469668538	1
CB 2018	0.0116482236201994	0.0720373015035288	0.916314475161539	0.06469668538	0
CB 2018	0.0116482236201994	0.0720373015035288	0.916314475161539	0.06469668538	0
CB 2018	0.0116482236201994	0.0720373015035288	0.916314475161539	0.06469668538	0
CB 2018	0.0116482236201994	0.0720373015035288	0.916314475161539	0.06469668538	0
CB 2018	0.0116482236201994	0.0720373015035288	0.916314475161539	0.06469668538	0
CB 2018	0.0116482236201994	0.0720373015035288	0.916314475161539	0.06469668538	0
CB 2018	0.0116482236201994	0.0720373015035288	0.916314475161539	0.06469668538	0
CB 2018	0.0116482236201994	0.0720373015035288	0.916314475161539	0.06469668538	0
CB 2018	0.0116482236201994	0.0720373015035288	0.916314475161539	0.06469668538	0
HS 2017	0.174844895734094	0.235420256542255	0.589734847936809	0.1755231251	0
HS 2017	0.174844895734094	0.235420256542255	0.589734847936809	0.1755231251	0
HS 2017	0.174844895734094	0.235420256542255	0.589734847936809	0.1755231251	0
HS 2017	0.174844895734094	0.235420256542255	0.589734847936809	0.1755231251	0
HS 2017	0.174844895734094	0.235420256542255	0.589734847936809	0.1755231251	1
HS 2017	0.174844895734094	0.235420256542255	0.589734847936809	0.1755231251	0
HS 2017	0.174844895734094	0.235420256542255	0.589734847936809	0.1755231251	0
HS 2017	0.174844895734094	0.235420256542255	0.589734847936809	0.1755231251	1
HS 2017	0.174844895734094	0.235420256542255	0.589734847936809	0.1755231251	0
HS 2017	0.174844895734094	0.235420256542255	0.589734847936809	0.1755231251	0
MC 2010	0.114528795795344	0.291932909429936	0.593538294774719	0.2126077771	1
MC 2010	0.114528795795344	0.291932909429936	0.593538294774719	0.2126077771	1
MC 2010	0.114528795795344	0.291932909429936	0.593538294774719	0.2126077771	1
MC 2010	0.114528795795344	0.291932909429936	0.593538294774719	0.2126077771	1
MC 2010	0.114528795795344	0.291932909429936	0.593538294774719	0.2126077771	1
MC 2010	0.114528795795344	0.291932909429936	0.593538294774719	0.2126077771	1
MC 2010	0.114528795795344	0.291932909429936	0.593538294774719	0.2126077771	1
MC 2010	0.114528795795344	0.291932909429936	0.593538294774719	0.2126077771	0
MC 2010	0.114528795795344	0.291932909429936	0.593538294774719	0.2126077771	0
MC 2010	0.114528795795344	0.291932909429936	0.593538294774719	0.2126077771	0
MC 2016	0.0949796472792078	0.450030668513899	0.454989684206894	0.04088754947	0
MC 2016	0.0949796472792078	0.450030668513899	0.454989684206894	0.04088754947	0
MC 2016	0.0949796472792078	0.450030668513899	0.454989684206894	0.04088754947	0
MC 2016	0.0949796472792078	0.450030668513899	0.454989684206894	0.04088754947	0
MC 2016	0.0949796472792078	0.450030668513899	0.454989684206894	0.04088754947	0
MC 2016	0.0949796472792078	0.450030668513899	0.454989684206894	0.04088754947	0
MC 2016	0.0949796472792078	0.450030668513899	0.454989684206894	0.04088754947	0
MC 2016	0.0949796472792078	0.450030668513899	0.454989684206894	0.04088754947	0
MC 2016	0.0949796472792078	0.450030668513899	0.454989684206894	0.04088754947	0
